,ID,Primary Type,Arrest,Community Area,Year,Latitude,Longitude,FIPS,Tract,Block
5135011,5349830,THEFT,True,16.0,2007,41.953924785,-87.707307,170311606022011,160602,2011
2703965,9001474,MOTOR VEHICLE THEFT,False,21.0,2013,41.934989573,-87.71132548799999,170312106022001,210602,2001
1546006,5472499,OTHER OFFENSE,True,5.0,2007,41.956106783,-87.68852838,170310503002000,050300,2000
3061408,9666646,DECEPTIVE PRACTICE,False,17.0,2014,41.960024938000004,-87.79434055,170311701001002,170100,1002
2010275,7545128,ASSAULT,False,2.0,2010,42.008596313000005,-87.69316454,170310203023010,020302,3010
2359370,8188431,NARCOTICS,True,44.0,2011,41.729248454,-87.61130811700001,170314409003011,440900,3011
1717941,10035279,THEFT,False,24.0,2015,41.910534851,-87.674266171,170312415003001,241500,3001
3322996,2100024,THEFT,True,44.0,2002,41.736148121,-87.62907024299999,170318424002071,842400,2071
5050368,5145888,NARCOTICS,True,66.0,2006,41.781062608,-87.68523638299999,170318350002002,835000,2002
1246338,4540846,PROSTITUTION,True,1.0,2005,42.007407039,-87.673594671,170310107023002,010702,3002
5176860,5455920,NARCOTICS,True,49.0,2006,41.73579602,-87.632525441,170318424002067,842400,2067
5439096,6021574,CRIMINAL DAMAGE,False,56.0,2008,41.792686739000004,-87.76492641799999,170315608001028,560800,1028
2356318,8182969,THEFT,True,77.0,2011,41.991262667,-87.66030555799999,170310302002012,030200,2012
3404194,2233537,KIDNAPPING,False,46.0,2002,41.742601915,-87.569243319,170314605003010,460500,3010
3004420,9521567,CRIMINAL DAMAGE,False,30.0,2014,41.836428389,-87.72433908,170318305002010,830500,2010
2264561,8032732,NARCOTICS,True,66.0,2011,41.783695021,-87.69961589,170316603023011,660302,3011
878830,2832378,MOTOR VEHICLE THEFT,False,44.0,2003,41.742807690999996,-87.62803377700001,170318424002044,842400,2044
3978385,3057155,THEFT,False,8.0,2003,41.910305789,-87.648257875,170318422001006,842200,1006
1888766,7358315,THEFT,False,7.0,2010,41.932012618,-87.64094011600001,170310701013012,070101,3012
1181673,7906921,CRIMINAL TRESPASS,True,71.0,2011,41.749604061999996,-87.67069277200001,170317105003004,710500,3004
3253184,1979729,BATTERY,True,,2002,41.878926264,-87.629337063,170318391001091,839100,1091
3070086,9680487,CRIMINAL TRESPASS,True,42.0,2014,41.782886399,-87.589041133,170314201001013,420100,1013
2415628,8273426,OTHER OFFENSE,False,72.0,2011,41.705798142,-87.658241009,170317207002010,720700,2010
2970297,9427320,CRIMINAL DAMAGE,False,53.0,2013,41.673207966,-87.61767410899999,170315306002000,530600,2000
5164301,5423756,PROSTITUTION,True,42.0,2007,41.774792544,-87.615193152,170314207005010,420700,5010
1572262,5666631,PROSTITUTION,True,8.0,2007,41.889994758,-87.633086519,170310817002049,081700,2049
3156610,9823077,CRIMINAL DAMAGE,False,16.0,2014,41.953716685,-87.723194403,170311609002000,160900,2000
2719482,9025905,THEFT,False,2.0,2013,41.990391233000004,-87.70807908399999,170310207011004,020701,1004
2551206,8750593,CRIMINAL DAMAGE,False,34.0,2012,41.852777767,-87.63949758700001,170318411001029,841100,1029
158768,10296203,BATTERY,True,19.0,2015,41.937404176,-87.77253389100001,170311904021013,190402,1013
2291414,8080845,THEFT,False,3.0,2011,41.962956547,-87.65476103399999,170318307004010,830700,4010
5393971,5922429,OTHER OFFENSE,False,11.0,2007,41.97065084,-87.75820980700001,170311105022008,110502,2008
5975362,7119847,CRIMINAL DAMAGE,True,4.0,2009,41.965888447,-87.67761565200001,170318308001006,830800,1006
5046373,5137692,CRIMINAL TRESPASS,False,54.0,2006,41.655820179,-87.596024177,170315401022018,540102,2018
4370460,3666930,NARCOTICS,True,27.0,2004,41.871080998000004,-87.694189715,170318374002035,837400,2035
12971,10024891,DECEPTIVE PRACTICE,False,29.0,2015,41.86138578,-87.73603682299999,170312909003007,290900,3007
2802824,9159467,CRIMINAL DAMAGE,False,17.0,2013,41.952897791,-87.787860507,170311701001008,170100,1008
2948856,9392294,CRIMINAL DAMAGE,False,61.0,2013,41.802441379,-87.673321176,170316114002004,611400,2004
1753322,6506824,DECEPTIVE PRACTICE,False,22.0,2008,41.918596805,-87.70700940799999,170312212001013,221200,1013
349102,10648919,CRIMINAL DAMAGE,False,48.0,2016,41.726105286999996,-87.57620126799999,170314804003008,480400,3008
1257478,4607613,BATTERY,False,28.0,2006,41.865887858,-87.65664755899999,170312838001003,283800,1003
5211217,5542591,MOTOR VEHICLE THEFT,False,16.0,2007,41.956410834,-87.700760609,170311606023007,160602,3007
4148941,3293894,NARCOTICS,True,28.0,2004,41.882407184,-87.68646800200001,170318378001038,837800,1038
5650335,6471372,BATTERY,False,39.0,2008,41.813212743,-87.603044041,170313903002008,390300,2008
4954359,4923129,BATTERY,False,7.0,2006,41.920414055,-87.655873351,170310710002005,071000,2005
1106080,3811652,NARCOTICS,True,25.0,2005,41.874772171,-87.74505863200001,170312522025008,252202,5008
2616170,8862142,ASSAULT,False,26.0,2012,41.870885174,-87.72534490700001,170312609002007,260900,2007
4889923,4787207,CRIMINAL DAMAGE,False,17.0,2006,41.942026685,-87.815443372,170311708003005,170800,3005
3608208,2557910,CRIMINAL DAMAGE,False,3.0,2003,41.96891481,-87.66657143799999,170310317001008,031700,1008
3681175,2662988,NARCOTICS,True,67.0,2003,41.772917918000005,-87.673730245,170316713003003,671300,3003
2900386,9314403,ASSAULT,True,45.0,2013,41.737094305,-87.57299817799999,170314801001009,480100,1009
1678364,6086794,CRIMINAL TRESPASS,False,42.0,2008,41.78210152,-87.586502002,170314201001023,420100,1023
1200232,4245516,BATTERY,False,25.0,2005,41.902985799999996,-87.766898945,170312506002011,250600,2011
3912362,11016688,OFFENSE INVOLVING CHILDREN,False,20.0,2017,41.915766127,-87.73505606799999,170318312002013,831200,2013
2933576,9367709,MOTOR VEHICLE THEFT,False,8.0,2013,41.902540271999996,-87.628416514,170310812024000,081202,4000
3624224,2581302,SEX OFFENSE,True,31.0,2003,41.857709786,-87.672162191,170313109001007,310900,1007
3505768,2397984,THEFT,False,24.0,2002,41.914341576999995,-87.664854498,170318423001009,842300,1009
4767915,4548662,ASSAULT,True,63.0,2006,41.793528674,-87.702764459,170316308001007,630800,1007
5497159,6158735,THEFT,False,28.0,2008,41.878962554,-87.688801432,170312808001010,280800,1010
5897313,6974667,NARCOTICS,True,68.0,2009,41.790533643,-87.65397171299999,170316805001013,680500,1013
2482576,8439714,ASSAULT,False,67.0,2012,41.785988965,-87.668015542,170316707001005,670700,1005
2738252,9058785,CRIMINAL DAMAGE,False,63.0,2013,41.79098307,-87.68520980299999,170318351001008,835100,1008
5071739,5198143,ASSAULT,True,16.0,2006,41.954571732,-87.727642005,170311604002008,160400,2008
1577413,5702286,NARCOTICS,True,67.0,2007,41.780478851,-87.666668271,170316707002010,670700,2010
3642665,2607858,THEFT,False,1.0,2003,42.009145091,-87.664753261,170310105011001,010501,1001
3583618,2522013,PUBLIC PEACE VIOLATION,True,30.0,2002,41.844730516999995,-87.69219862,170318435001003,843500,1003
4402609,3730204,THEFT,False,31.0,2004,41.857221769,-87.64285970600001,170313102001008,310200,1008
2361138,8190568,BATTERY,False,31.0,2011,41.85517813,-87.659634595,170313106003014,310600,3014
3430723,2276281,BURGLARY,False,42.0,2002,41.775751747,-87.61191959799999,170314207003004,420700,3004
5691406,6553915,THEFT,False,24.0,2008,41.889522818,-87.671981141,170312432002023,243200,2023
4057917,3171907,BATTERY,False,44.0,2004,41.751292803000005,-87.604680828,170316915003005,691500,3005
2668639,8944327,MOTOR VEHICLE THEFT,False,57.0,2012,41.815221883,-87.72199049,170315701001014,570100,1014
1971355,7487006,BATTERY,False,39.0,2010,41.815924879,-87.60403305,170313903002003,390300,2003
2314730,8119337,ASSAULT,False,31.0,2011,41.85128593,-87.67462881799999,170318432002049,843200,2049
288680,10538427,BATTERY,False,66.0,2016,41.777379712,-87.687663844,170316606002006,660600,2006
5742456,6654791,CRIMINAL DAMAGE,False,71.0,2008,41.73599838,-87.648794475,170317110003017,711000,3017
4922035,4855948,THEFT,False,2.0,2006,41.999473528,-87.693951309,170310206023000,020602,3000
503621,10954646,BATTERY,False,25.0,2017,41.908950704,-87.80050146200001,170312505003024,250500,3024
808267,2429148,CRIMINAL TRESPASS,False,68.0,2002,41.774164116,-87.65353592299999,170316810001011,681000,1011
2875774,9274997,CRIMINAL DAMAGE,False,43.0,2013,41.75659761,-87.56632489,170314312002022,431200,2022
1504284,5118410,ROBBERY,False,56.0,2006,41.788158941,-87.785317415,170315610002008,561000,2008
1363310,8575103,THEFT,False,26.0,2012,41.873059147,-87.72908411700001,170312610002002,261000,2002
2595026,8829839,THEFT,False,42.0,2012,41.78210152,-87.586502002,170314201001023,420100,1023
1256141,4599291,BATTERY,False,43.0,2006,41.762520337,-87.575919936,170314306002013,430600,2013
4045990,3153149,THEFT,False,38.0,2003,41.816792881,-87.60806218299999,170313801001032,380100,1032
3740281,2745776,BATTERY,True,16.0,2003,41.956007385999996,-87.72928649100001,170311603001010,160300,1010
3912820,2963521,THEFT,False,59.0,2003,41.824734289,-87.667812684,170315907001014,590700,1014
129743,10242086,CRIMINAL TRESPASS,False,55.0,2015,41.652825893,-87.54472787200001,170315501004008,550100,4008
2289148,8075842,THEFT,True,8.0,2011,41.897895128,-87.624096605,170310812012006,081201,2006
3397002,2221822,MOTOR VEHICLE THEFT,False,2.0,2002,41.996733676999995,-87.682515625,170310209021005,020902,1005
856408,2707213,BATTERY,True,35.0,2003,41.842709067,-87.626890005,170318392002008,839200,2008
2429691,8300574,THEFT,True,67.0,2011,41.765997125,-87.66382344,170316715003031,671500,3031
3169540,9845301,NARCOTICS,True,29.0,2014,41.866737842,-87.72520063799999,170318430002027,843000,2027
4171015,3328915,BATTERY,False,8.0,2004,41.909798633,-87.65203628100001,170318422001078,842200,1078
4960816,4937445,BATTERY,False,1.0,2006,42.006784706,-87.68090096799999,170310204003000,020400,3000
1864021,7316205,OTHER OFFENSE,False,30.0,2010,41.853725313000005,-87.69746785,170318407001007,840700,1007
672926,11242391,DECEPTIVE PRACTICE,False,3.0,2018,41.974712638,-87.651506685,170310313005002,031300,5002
6060478,7281601,OTHER OFFENSE,False,51.0,2009,41.71828064,-87.574029475,170315103004001,510300,4001
5598509,6365012,THEFT,False,24.0,2008,41.895525604,-87.654307305,170312435002019,243500,2019
3554069,2477706,BATTERY,False,40.0,2002,41.790597548,-87.61749564200001,170314004002002,400400,2002
2402865,8253966,BATTERY,False,66.0,2011,41.77621208,-87.704246598,170316605001013,660500,1013
2021546,7562493,OTHER OFFENSE,False,29.0,2010,41.863375751,-87.732427929,170312909004023,290900,4023
1646450,9595512,OTHER OFFENSE,False,73.0,2014,41.728416712,-87.66620669299999,170317303001013,730300,1013
4645660,4289495,NARCOTICS,True,25.0,2005,41.911445250999996,-87.747010852,170312502002005,250200,2005
4704161,4422228,THEFT,False,16.0,2005,41.94808308,-87.71097398399999,170311608002001,160800,2001
822368,2509739,OTHER OFFENSE,False,29.0,2002,41.865329969,-87.732486726,170312909004010,290900,4010
5163904,5422610,ROBBERY,False,23.0,2007,41.895457291,-87.716619992,170312315004002,231500,4002
3700536,2690696,CRIMINAL DAMAGE,False,56.0,2003,41.786494804,-87.774268996,170315611004026,561100,4026
6065462,7290334,THEFT,False,42.0,2009,41.780440958,-87.60354066299999,170314204001009,420400,1009
2667543,8942999,ROBBERY,False,72.0,2012,41.708229269,-87.665697636,170317202003034,720200,3034
2778046,9120889,OTHER OFFENSE,True,42.0,2013,41.780243493,-87.615319321,170314207005001,420700,5001
3127280,9771271,MOTOR VEHICLE THEFT,False,57.0,2014,41.807460693,-87.719863518,170315704001006,570400,1006
5176972,5456268,BATTERY,True,15.0,2007,41.951498729,-87.753250042,170311508005007,150800,5007
3903602,2950443,BATTERY,False,59.0,2003,41.831498729,-87.669203004,170318404002020,840400,2020
2752140,1967890,ROBBERY,False,,2002,41.880709875,-87.72695565,170312602001027,260200,1027
3274088,2015948,ASSAULT,True,,2002,41.775429728,-87.640753492,170316809001006,680900,1006
5591088,6348653,CRIMINAL DAMAGE,False,53.0,2008,41.673207966,-87.61767410899999,170315306002000,530600,2000
799632,2382789,CRIMINAL DAMAGE,False,61.0,2002,41.802271798,-87.66723829600001,170316113002004,611300,2004
2827261,9198072,THEFT,False,68.0,2013,41.762482301999995,-87.650408054,170316814004007,681400,4007
4045875,3152966,NARCOTICS,True,25.0,2003,41.89567704,-87.77119481700001,170312513003009,251300,3009
3970559,3045977,BATTERY,False,4.0,2003,41.979649551,-87.680799226,170310401001019,040100,1019
977649,7042880,BATTERY,False,23.0,2009,41.907654782,-87.734646884,170312306006014,230600,6014
3950078,3016750,BATTERY,True,68.0,2003,41.773895414,-87.640711342,170316809001014,680900,1014
2564695,8780640,THEFT,False,71.0,2012,41.749657946999996,-87.66342156,170317105001000,710500,1000
4186982,3355658,BURGLARY,False,22.0,2004,41.917280387,-87.66575340700001,170318323001040,832300,1040
4485184,3897132,PUBLIC PEACE VIOLATION,False,70.0,2005,41.74260068,-87.69593449,170317005014041,700501,4041
1995585,7522834,OFFENSE INVOLVING CHILDREN,True,22.0,2010,41.919575561,-87.69933880399999,170312213002009,221300,2009
423189,10775731,DECEPTIVE PRACTICE,False,3.0,2016,41.962222376999996,-87.65544167799999,170318307004010,830700,4010
1563993,5609206,BATTERY,False,22.0,2007,41.916740033,-87.687389002,170318324002001,832400,2001
380100,10702369,THEFT,False,37.0,2016,41.811458999,-87.633436349,170318355002042,835500,2042
212379,10392853,CRIMINAL DAMAGE,False,62.0,2016,41.794301106,-87.714609252,170316201003001,620100,3001
5467293,6087223,BATTERY,False,56.0,2008,41.803001448,-87.74669853,170315603002005,560300,2005
3210160,9926179,DECEPTIVE PRACTICE,False,32.0,2015,41.886816783,-87.634413935,170318391001027,839100,1027
1486506,4978267,OTHER OFFENSE,False,42.0,2006,41.783890879,-87.61535562700001,170314206001012,420600,1012
3975561,3053259,ARSON,False,3.0,2003,41.974678235,-87.65496391799999,170310313003001,031300,3001
618785,11143564,ASSAULT,False,45.0,2017,41.737094305,-87.57299817799999,170314801001009,480100,1009
5332431,5792575,CRIMINAL DAMAGE,False,7.0,2007,41.918894042,-87.658252012,170318325002041,832500,2041
867095,2767089,NARCOTICS,True,42.0,2003,41.78486371,-87.61206679200001,170314206001001,420600,1001
1515378,5205700,NARCOTICS,True,27.0,2006,41.879221392,-87.699311888,170318370002018,837000,2018
4378209,3681236,WEAPONS VIOLATION,True,61.0,2004,41.798849139,-87.667145381,170316118001007,611800,1007
579636,11080012,THEFT,False,32.0,2017,41.879297705,-87.62770627100001,170318391001091,839100,1091
2206662,7944131,BATTERY,False,38.0,2011,41.823274065,-87.62642495,170313805001000,380500,1000
3750189,2758602,PUBLIC PEACE VIOLATION,True,31.0,2003,41.854891243000004,-87.65147775700001,170313104001017,310400,1017
1255276,4593384,ASSAULT,False,44.0,2006,41.737750767,-87.604855911,170314402022010,440202,2010
4550546,4064991,PROSTITUTION,True,25.0,2005,41.887155543,-87.77050932,170312520004000,252000,4000
3783890,10835841,ROBBERY,False,77.0,2017,41.979993072,-87.6585743,170310307033001,030703,3001
2712197,9013363,THEFT,False,67.0,2013,41.784187795,-87.657048995,170316709002004,670900,2004
3350622,2145402,CRIMINAL DAMAGE,True,54.0,2002,41.651864126,-87.610486112,170315401011006,540101,1006
70243,10131705,THEFT,False,24.0,2015,41.895077068,-87.649015666,170312435002024,243500,2024
331437,10613034,NARCOTICS,True,49.0,2016,41.704700641,-87.620558604,170314909022028,490902,2028
1657912,5938453,BATTERY,False,16.0,2007,41.95924329,-87.718520155,170311604001019,160400,1019
3591627,2533552,CRIMINAL DAMAGE,False,69.0,2003,41.759628761,-87.60665371,170316909002008,690900,2008
1783794,6667783,BATTERY,False,10.0,2008,41.988666046,-87.79255043,170311002004017,100200,4017
4514814,3971518,CRIMINAL DAMAGE,False,46.0,2005,41.743779594,-87.57219377700001,170314605004019,460500,4019
449288,10861029,CRIMINAL DAMAGE,False,1.0,2017,42.015044609,-87.663260015,170310103001006,010300,1006
3651166,2620210,BURGLARY,False,51.0,2003,41.716561501,-87.57094735700001,170315103004000,510300,4000
2520342,8500905,THEFT,False,29.0,2012,41.860198373,-87.710369536,170312912001011,291200,1011
2784653,9131103,CRIMINAL DAMAGE,False,66.0,2013,41.763786928,-87.69300874700001,170316611001005,661100,1005
3743878,10807872,OTHER OFFENSE,False,42.0,2016,41.779059693,-87.615596501,170314207005002,420700,5002
4484815,3895857,BATTERY,False,49.0,2005,41.697361894000004,-87.619607052,170314909012003,490901,2003
643688,11181516,THEFT,False,6.0,2017,41.950699746,-87.66485338700001,170310604001015,060400,1015
1109147,4085289,BATTERY,True,61.0,2005,41.798833408,-87.663496435,170316119001007,611900,1007
716168,2075937,OTHER OFFENSE,False,,2002,41.909540322,-87.64096626799999,170310804003005,080400,3005
782039,2287757,CRIMINAL DAMAGE,False,2.0,2002,41.990420434,-87.703381445,170310207023015,020702,3015
4943035,4899678,BATTERY,True,42.0,2006,41.784040514000004,-87.60685478200001,170314205002001,420500,2001
3248951,9999702,DECEPTIVE PRACTICE,False,32.0,2015,41.882526426999995,-87.62438410600001,170313201001013,320100,1013
967015,3190427,BATTERY,True,71.0,2004,41.751259679,-87.664672905,170317104002009,710400,2009
1747105,6469002,DECEPTIVE PRACTICE,True,8.0,2008,41.896833592,-87.63718072200001,170310818002009,081800,2009
276864,10518422,BATTERY,False,31.0,2016,41.856651221999996,-87.652556616,170313104001009,310400,1009
5529137,6225363,CRIM SEXUAL ASSAULT,False,73.0,2008,41.729843669,-87.66289109799999,170317303001020,730300,1020
4474503,3875707,STALKING,False,44.0,2005,41.74326301,-87.61470914200001,170314402021013,440202,1013
5149332,5382629,BATTERY,False,74.0,2007,41.691524515,-87.70361887600001,170317404001003,740400,1003
3403170,2231796,BATTERY,False,66.0,2002,41.783871363,-87.684988102,170318350001025,835000,1025
3061587,9667002,NARCOTICS,True,43.0,2014,41.75722149,-87.562362854,170314313023005,431302,3005
4174723,3336447,ASSAULT,False,16.0,2004,41.942679395999996,-87.73150377,170311613004020,161300,4020
1713832,6287455,PROSTITUTION,True,58.0,2008,41.808316033000004,-87.69206665799999,170318428002008,842800,2008
3143134,9800870,CRIMINAL TRESPASS,True,8.0,2014,41.905833996,-87.638427474,170310804002002,080400,2002
4125971,11216877,CRIMINAL TRESPASS,True,53.0,2018,41.669959233,-87.628423258,170315305021006,530502,1006
1066330,3680914,BATTERY,False,30.0,2004,41.849045571,-87.708829783,170313008001023,300800,1023
3366294,2170883,OFFENSE INVOLVING CHILDREN,False,1.0,2002,42.008384324,-87.66182501899999,170310104002005,010400,2005
5286622,5700951,ROBBERY,False,23.0,2007,41.896254955,-87.71390163,170312311001016,231100,1016
675193,11244352,CRIMINAL DAMAGE,False,5.0,2018,41.961510266,-87.675013275,170318308003001,830800,3001
444075,10851991,BURGLARY,False,28.0,2017,41.884191037,-87.671077654,170312804001041,280400,1041
5786306,6741154,ASSAULT,True,28.0,2009,41.877565108,-87.68479102,170312809001007,280900,1007
1121767,7772788,THEFT,False,19.0,2010,41.922909460999996,-87.772032488,170311913021009,191302,1009
3078783,9693869,CRIMINAL TRESPASS,False,44.0,2014,41.730966836,-87.62282548399999,170314406002019,440600,2019
5879803,6939642,BATTERY,False,38.0,2009,41.819374372,-87.618429907,170318359003004,835900,3004
2829325,9201600,CRIMINAL DAMAGE,False,24.0,2013,41.913497888,-87.675095405,170312403001007,240300,1007
2891014,9298036,OFFENSE INVOLVING CHILDREN,False,25.0,2013,41.903227348,-87.749378259,170312508002010,250800,2010
614491,11133029,THEFT,False,8.0,2017,41.892458212,-87.628905681,170310816001002,081600,1002
2534187,8534860,BATTERY,False,53.0,2012,41.66861269,-87.622336658,170315305021019,530502,1019
2552930,8754750,BATTERY,True,53.0,2012,41.684867245,-87.65826216299999,170317506004047,750600,4047
2866552,9260013,BATTERY,True,14.0,2013,41.965572065,-87.72223558799999,170311406023007,140602,3007
200291,10370075,THEFT,False,5.0,2016,41.936600546,-87.68069431299999,170310514001009,051400,1009
5742730,4154594,BURGLARY,False,69.0,2005,41.751168201,-87.61189808399999,170314402012002,440201,2002
5130004,5337958,NARCOTICS,True,35.0,2006,41.839816207,-87.61751617200001,170318392001006,839200,1006
2415848,8273682,CRIMINAL DAMAGE,False,77.0,2011,41.997268895,-87.671970351,170310303001008,030300,1008
4561662,4092429,THEFT,False,58.0,2005,41.81676145,-87.685933105,170315807003000,580700,3000
1600974,9467951,CRIMINAL DAMAGE,False,10.0,2014,42.000519945,-87.80172855,170311002006001,100200,6001
6050374,7262416,PROSTITUTION,True,56.0,2009,41.805343087,-87.743097373,170315604001015,560400,1015
1653882,9619397,NARCOTICS,True,39.0,2014,41.814291805,-87.60399655200001,170313903002009,390300,2009
1752669,6502614,THEFT,False,8.0,2008,41.897894002,-87.626138865,170310812012006,081201,2006
269342,10504472,NARCOTICS,True,20.0,2016,41.92831358,-87.7373275,170312002004013,200200,4013
4660664,4328812,ASSAULT,False,2.0,2005,42.007853667,-87.68600813399999,170310204002015,020400,2015
3280902,2027699,SEX OFFENSE,False,,2002,41.974627864,-87.719648312,170318318005022,831800,5022
5846031,6871511,BATTERY,False,61.0,2009,41.807650669000004,-87.643080489,170318438001013,843800,1013
319697,10591962,CRIMINAL DAMAGE,False,8.0,2016,41.892631803,-87.618362824,170310814032000,081403,2000
4776902,4565521,NARCOTICS,True,34.0,2005,41.827291226999996,-87.63172292,170313406001018,340600,1018
4271425,3491545,CRIMINAL DAMAGE,False,41.0,2004,41.79340561,-87.58487459999999,170314110003009,411000,3009
2220713,7966881,THEFT,False,69.0,2011,41.754940786999995,-87.604808155,170316915001018,691500,1018
1861758,7312263,ASSAULT,False,19.0,2010,41.921043286,-87.746221174,170311910001017,191000,1017
341520,10632588,BATTERY,False,14.0,2016,41.968277706,-87.724791092,170311403012008,140301,2008
2975010,9435277,THEFT,False,5.0,2013,41.949507311,-87.68469458,170310505003004,050500,3004
4071940,3191656,NARCOTICS,True,27.0,2004,41.872632044,-87.716879846,170312705001043,270500,1043
2782053,9127029,OTHER OFFENSE,False,14.0,2013,41.968586660999996,-87.72561183799999,170311403012009,140301,2009
2720706,9028156,CRIM SEXUAL ASSAULT,False,69.0,2013,41.758137372,-87.630721081,170316911002009,691100,2009
1925064,7414709,ROBBERY,False,71.0,2010,41.750094836,-87.64402724899999,170317109001005,710900,1005
503843,10955224,THEFT,False,43.0,2017,41.759671849,-87.586835436,170314304004019,430400,4019
41858,10078680,BATTERY,False,4.0,2015,41.968565569,-87.69443330899999,170310402013014,040201,3014
1701500,6235659,INTIMIDATION,False,61.0,2008,41.797181898000005,-87.668314197,170316118002003,611800,2003
3832190,2843775,NARCOTICS,True,38.0,2003,41.812433492,-87.60826176100001,170318360003015,836000,3015
2940996,9379960,SEX OFFENSE,False,15.0,2013,41.947816535,-87.758268056,170311507002004,150700,2004
5100935,5265911,PROSTITUTION,True,31.0,2006,41.857612588,-87.65641911600001,170313106002000,310600,2000
511869,10967982,BATTERY,False,24.0,2017,41.905214774,-87.69780944700001,170312409001003,240900,1003
4522556,3990001,THEFT,False,25.0,2005,41.908161426999996,-87.771926583,170312506004004,250600,4004
1436664,8690147,THEFT,True,44.0,2012,41.742710224,-87.63408818100001,170317109002000,710900,2000
3526905,2432506,THEFT,False,53.0,2002,41.663367969,-87.618310085,170315306001031,530600,1031
4089725,3218944,ASSAULT,False,71.0,2004,41.75382857,-87.642902496,170317101001009,710100,1009
598059,11108268,BATTERY,False,25.0,2017,41.884807341999995,-87.75033191,170312518002010,251800,2010
1877220,7338480,CRIMINAL DAMAGE,False,77.0,2010,41.987261997,-87.666008515,170310305002011,030500,2011
2303981,8103329,CRIMINAL DAMAGE,False,60.0,2011,41.837083755,-87.645039468,170318398001006,839800,1006
1868527,7322769,MOTOR VEHICLE THEFT,False,41.0,2010,41.795511377,-87.59135947,170314108002006,410800,2006
529881,10999957,BATTERY,False,25.0,2017,41.885653667,-87.754345511,170312518002005,251800,2005
4809276,4626261,THEFT,False,53.0,2006,41.666346871,-87.622943514,170315305021024,530502,1024
4152253,3299385,DECEPTIVE PRACTICE,False,64.0,2004,41.776857002,-87.777131689,170316406003003,640600,3003
3192388,9892923,THEFT,False,41.0,2014,41.794727026,-87.587624299,170314110003003,411000,3003
393577,10725548,THEFT,False,64.0,2016,41.780748564,-87.764272909,170316403001004,640300,1004
511119,10966940,THEFT,False,8.0,2017,41.904424094,-87.62505659799999,170310801005014,080100,5014
6079220,5429629,NARCOTICS,True,52.0,2006,41.722508275,-87.538920246,170315202001001,520200,1001
6018188,7201237,ASSAULT,False,31.0,2009,41.855004283,-87.669840838,170313108003003,310800,3003
3546406,2464733,THEFT,False,42.0,2002,41.780155491,-87.586451255,170318439001013,843900,1013
1106747,4065920,BURGLARY,False,29.0,2005,41.850336107,-87.726890238,170318434001036,843400,1036
2587364,8817313,NARCOTICS,True,26.0,2012,41.884033524,-87.73804034,170312604001021,260400,1021
476678,10909713,CRIMINAL DAMAGE,False,44.0,2017,41.745517375,-87.62197250700001,170314403005012,440300,5012
2378127,8216864,THEFT,False,67.0,2011,41.766615426,-87.674410629,170316715002009,671500,2009
5935606,7046788,DECEPTIVE PRACTICE,False,2.0,2009,41.994639653,-87.68978026,170310209013006,020901,3006
4436789,3629211,NARCOTICS,True,66.0,2004,41.769324407,-87.689478534,170316609003016,660900,3016
139693,10261039,WEAPONS VIOLATION,True,69.0,2015,41.758069658000004,-87.634918384,170316912001004,691200,1004
3635841,2598182,CRIMINAL DAMAGE,False,42.0,2003,41.777876014,-87.602829162,170314208001007,420800,1007
5877372,6934874,CRIMINAL DAMAGE,False,52.0,2009,41.698275288000005,-87.534073847,170315205001002,520500,1002
3614379,2567173,THEFT,True,67.0,2003,41.778665283,-87.66296576299999,170316711001005,671100,1005
1050870,3581941,NARCOTICS,True,25.0,2004,41.884710837,-87.765022234,170312520001008,252000,1008
2011157,7546427,CRIMINAL DAMAGE,False,32.0,2010,41.869464871,-87.628567074,170318390002003,839000,2003
3085265,9704291,SEX OFFENSE,False,30.0,2014,41.845529295,-87.69865738799999,170313011002004,301100,2004
5770415,6710420,THEFT,False,67.0,2009,41.762184902,-87.674675881,170316720003014,672000,3014
3505098,2396893,MOTOR VEHICLE THEFT,False,65.0,2002,41.785212105999996,-87.73272568700001,170316502004008,650200,4008
2645678,8907157,NARCOTICS,True,25.0,2012,41.883609899,-87.749064837,170312518005012,251800,5012
4828973,4664534,CRIMINAL DAMAGE,False,2.0,2006,42.011993644,-87.703087662,170310203013002,020301,3002
570662,11066299,CRIMINAL DAMAGE,False,29.0,2017,41.865619996999996,-87.703139583,170318431001016,843100,1016
2741476,9063699,THEFT,False,16.0,2013,41.959117073,-87.728337966,170311603001008,160300,1008
2182444,7842935,CRIMINAL TRESPASS,True,68.0,2010,41.779655416,-87.65121578899999,170316810004005,681000,4005
1212961,4356445,CRIMINAL DAMAGE,False,22.0,2005,41.918395572,-87.68997002799999,170312215001025,221500,1025
1675505,6062475,THEFT,False,42.0,2008,41.781679299000004,-87.608414017,170314205002015,420500,2015
148647,10277316,MOTOR VEHICLE THEFT,True,28.0,2015,41.879697506,-87.67660277799999,170318381002014,838100,2014
1097766,3926234,DECEPTIVE PRACTICE,False,17.0,2005,41.945138132,-87.813510436,170311704003016,170400,3016
1596753,9457098,BURGLARY,False,37.0,2014,41.813348838,-87.63462997399999,170318355002038,835500,2038
5938863,7053538,BATTERY,False,61.0,2009,41.80099297,-87.65504587,170316120001006,612000,1006
5136119,5142949,ASSAULT,True,58.0,2006,41.817809501999996,-87.698175444,170315805013000,580501,3000
