name,address,rating_y
Cinnabon,201 E Randolph ,1.0
The Originals Hair Salon and Spa,134 N Wells ,3.888888888888889
Starbucks,Daley Center ,4.0
Wisma,The French Market Ogilvie ,4.5
Zanzara Jewelry,333 S ,4.0
BackStage Bistro,180 N Wabash ,3.5
Alain's,1355 S Michigan ,4.0
"Gordon Stephen J, DDS",8 S Michigan ,1.0
Lifestart,1 S Franklin ,4.0
Wildberry Cafe,130 E Randolph ,3.888888888888889
Chicago Gourmet,Millenium Park 201 E Randolph ,3.4
Americana Submarine,400 S Clark ,3.0
Flowers A La Carte,105 W Madison ,4.0
Soldier Field 10m,1410 S Museum Campus ,4.5
Cvs Pharmacy,208 W Washington ,3.0
Silk Road Jackson,216 W Jackson ,3.571428571428572
Borders,150 N ,3.1428571428571432
Avanti Caff̩,200 W Jackson ,3.9090909090909087
FedEx Office Print & Ship Center,6 W Lake ,4.0
Pita Belly,606 S Wabash ,2.0
Psychological Resources,25 E Washington ,5.0
Millenium Park Self-Guided Audio Tour,201 E. Randolph ,5.0
Toro Sushi Express,201 N Clark ,3.5454545454545454
Payless ShoeSource,13 N ,5.0
Watson Wyatt Worldwide,191 N Wacker ,5.0
Schacht Mark J MD,111 N Wabash ,5.0
Fredrick M. Gottlieb & Co.,67 E Madison ,5.0
"Susan L. Bank, MD",180 N Michigan ,5.0
Chicago Savvy Tours,410 S Michigan ,3.5
Lloyd's Chicago,1 S Wacker ,2.88
"Omeed Memar, MD",50 E Washington ,3.4285714285714284
Village Eyecare,1243 S Wabash ,2.7142857142857144
"Victoria C Buchanan, MD",111 W Washington ,2.0
Rochelle Prette,Di La Fronza Salon - Hyatt Regency Hotel 233 E Wacker ,5.0
Berghoff Caf̩,17 W Adams ,3.739130434782609
Gregory A Braun,2 N LaSalle ,5.0
America's Best Contacts and Eyeglasses,26 N Wabash ,2.0
Yolk,1120 S Michigan ,3.692470837751856
Lou Malnati's Pizzeria,805 S ,3.772727272727273
Annual Chicago Outdoor Film Festival,"Butler Field, Grant Park Lake Shore ",4.5
Congress Plaza Hotel,520 S Michigan ,2.583333333333333
Traders Barber & Style,311 S Wacker ,5.0
Pazzo's @ 311,311 S Wacker ,3.294117647058824
Macy's Bridal Salon,111 N ,2.9
Berghoff Catering,17 W Adams ,5.0
Lasalle Bank,191 N Wacker ,1.0
Haute Sausage,,3.9
Hotel Monaco,225 N Wabash ,4.037037037037037
Potbelly Sandwich Shop,55 W Monroe ,3.7142857142857135
AT&T,70 W. Madison ,3.0
7-Eleven,174 N Michigan ,4.0
Best Western Grant Park,1100 S. Michigan ,2.25
Tokyo Lunch Boxes & Catering,37 N Wells ,3.3
Chicago Comedy Film Festival,DePaul University 247 S ,3.5
Bergen Counseling Center,208 S LaSalle ,5.0
Nielsen Career Consulting,151 N Michigan ,5.0
Dunkin' Donuts,62 E Jackson ,3.75
Aria Dental,33 N Dearborn ,5.0
Coco's Famous Deep Fried Lobster,426 S Clark ,2.6666666666666665
California Pizza Kitchen,30 N La Salle ,3.6
"Aaron Krolik Law Office, P.C.",134 N LaSalle ,5.0
T-Mobile,36 S ,3.4
1st and Fresh Catering,205 W Randolph ,3.5
Target,33 S ,3.0
Nail Perfection,203 N La Salle ,4.5
Starbucks,111 W Washington ,5.0
Larry Clemmons,111 N Wabash ,5.0
CVS Pharmacy,105 S. Wabash ,1.5
Streetwise,1331 S Michigan ,5.0
Sugar Bliss Cake Boutique,115 N Wabash ,3.5774647887323945
Roger Baldwin Foundation of Aclu In,180 N Michigan ,5.0
Artun Travel Corporation,307 N Michigan ,4.0
"Terrence Tolwin, DDS",111 N Wabash ,4.8
Las Vegas Convention & Visitors Authority,180 N ,3.0
Ritz Camera,208 S Wabash ,3.0
Altman's Mens Shoes & Boots,120 W Monroe ,4.0
"Richard B Diverde, DDS",30 N Michigan ,4.75
Jpmorgan Chase,10 S La Salle ,4.0
Hong Kong Cafe,5 S Wabash ,4.0
AT&T Wireless,205 W Monroe ,2.333333333333333
Sassoon Salon,181 N Clark ,4.25
Dunkin' Donuts,233 S Wacker ,3.0
The Zodiac Room,737 N Michigan ,3.8571428571428568
Dress Barn,100 W Randolph ,3.75
Pockets,309 W Lake ,3.1428571428571432
Windy City Diamonds,1 S Wabash ,4.769230769230768
Morton's The Steakhouse,65 East Wacker ,4.1063829787234045
Downtown Dental,25 E Washington ,4.729729729729731
Chicago Gamers,,1.0
Baja Fresh,180 N Michigan ,4.142857142857143
Yelp's Big Pley Elite Event At The Scout,1301 S Wabash ,4.785714285714286
Burnham Park Animal Hospital,1025 S ,3.9166666666666665
Townhouse Restaurant & Wine Bar,111 S Wacker ,3.2307692307692313
Draper and Kramer,33 W Monroe ,2.5
III Forks Prime Steakhouse,180 N Field ,4.090909090909091
Zapatista,1307 S Wabash ,3.352601156069364
Lids,125 S ,5.0
Hostway.com,100 N Riverside Suite 800 ,5.0
City Traveler,50 E Randolph ,4.0
Rolfing with Brian,410 S Michigan ,5.0
Au Bon Pain,108 N ,3.1666666666666665
Arby's,100 W Randolph ,1.0
Tilted Kilt,17 N Wabash ,2.6730769230769234
Jobs For Youth,17 North ,5.0
Starbucks,209 W Jackson ,3.333333333333333
Chicago Travelodge Downtown,65 E Harrison ,1.5
Wtmx Radio,130 E Randolph ,1.0
Grant Park,331 E Randolph ,4.5769230769230775
Bally Total Fitness,230 W Monroe ,1.0
Ann Taylor Loft,33 N La Salle ,2.75
Chicago Symphony Orchestra,Symphony Center 220 S Michigan ,4.633333333333334
Tamalefoodie,324 N Leavitt ,2.333333333333333
Todd Johnson,Northwestern Dermatology 20 S Clark ,5.0
Budget Car Rental,714 SOUTH WABASH ,2.0
Dunkin' Donuts,310-A S Canal ,3.0
Mary Jill Kayton Barber,55 E Washington ,5.0
Friends of the Chicago Public Library,400 S ,5.0
Dom itp,Chriskindlmarket on Daley ,5.0
The Florentine,JW Marriott ,3.952380952380953
Regional Transportation Authority,175 W. Jackson ,2.0
KFC,612 S Wabash ,3.0
Petterino's,150 N Dearborn ,3.5675675675675675
Adler Planetarium Gift Shop,1300 S Lake Shore ,4.0
City Tavern,1416 S Michigan ,3.8947368421052633
Panera Bread,2 N Michigan ,3.2
Printers Row Dentistry,721 S Dearborn ,2.6666666666666665
"Paul J Ashkenaz, DDS",55 E Washington ,5.0
Bell Funding,105 W Madison ,1.0
A Fingerprinting US Photo,125 S Clark ,4.666666666666667
Fashion Nails and Spa,175 W Jackson ,1.75
Same Day Surgery,25 E Washington ,5.0
Cook County  Board of Review,118 N Clark ,3.0
The Scout Running Club,1301 S Wabash ,5.0
Salon Vision,1255 S ,3.8
Dunkin' Donuts,31 E Adams ,2.6666666666666665
Chicago Fabric Yarn & Button Sales,208 S Wabash ,3.2
Chicago Public Schools Parent Portal,122 S Michigan ,1.0
AON Center,200 E Randolph ,4.0
McDonald's,29 N Wacker ,1.0
Passport Health,30 N Michigan ,4.666666666666667
Balance Spa & Fitness Palmer House,17 E Monroe ,2.9090909090909087
Imagetec,200 N La Salle ,1.0
"Lewis S Blumenthal, MD",200 S Michigan ,5.0
Modern Tuxedo,111 W Washington ,4.0
Jazzman's Cafe & Bakery,100 W. Randolph ,1.5
Associated Bank,130 E Randolph ,4.0
Wow Bao Restaurant,175 W Jackson ,3.4545454545454546
CVS Pharmacy,205 N Michigan ,2.0
Wet Seal,7 North ,1.3333333333333333
The L Cafe,424 S Wabash ,3.0
Eye-Cetera,150 N Michigan ,3.0
Joven Spa,1550 S Indiana ,4.333333333333333
Panozzo's Italian Market,1303 S Michigan ,4.4
Subway Sandwiches,201 N Clark ,4.5
Days Hair Salon,343 S Dearborn ,3.8571428571428568
Chicago Carpet Care,27 N Wacker ,4.0
Shark's Fish & Chicken,420 S Clark ,2.8
Daniel Watch Repair,5 S Wabash ,5.0
Gioco,1312 S Wabash ,3.6788990825688073
Korean Express,330 S Wells ,3.571428571428572
Wow Bow,225 N Michigan ,3.0
Accenture,161 N Clark ,5.0
1130 South Michigan Avenue Apartments,1130 S Michigan ,2.5
Bacci Pizzeria,105 W Madison ,3.25
Micky's Chicken & Fish,408 S Clark ,3.8181818181818175
Pastoral,53 E Lake ,4.2631578947368425
Connie's Pizza,151 E Wacker ,3.6666666666666665
The Lion King - The Musical,151 E Randolph ,5.0
LaSalle CTA Blue Line Station,150 W Congress Pkwy ,4.0
Bakers Footwear Group,133 S ,3.6666666666666665
Taza,176 N Franklin ,4.422680412371133
LaSalle & Van Buren Loop CTA,121 W. Van Buren ,4.0
Dunkin' Donuts,600 S. Wabash ,1.0
Global Employment Solutions,33 W Monroe ,3.75
McDonald's,Union ,2.0
Subway,166 W Washington ,2.6666666666666665
Clark & Lake Loop CTA,100 W. Lake ,2.5
I Dream Of Falafel,331 S Franklin ,3.727272727272727
Zipcar,160 N Wabash ,3.9117647058823533
First Northern Credit Union,230 W Monroe ,5.0
Cardozo's Pub,170 W Washington ,3.333333333333333
Robinson's No 1 Ribs,225 S Canal ,3.4
Jasmine's Nails and Spa,111 W Washington Main Entrance On Clark - Next To Jimmy John's ,4.111111111111111
Trattoria No. 10,10 N Dearborn ,4.0
Metromix,225 N Michigan ,1.0
Chicago Council on Global Affairs,332 S Michigan ,5.0
Walgreens,15 W Washington ,3.4
Five Guys Burgers & Fries,1146 S Wabash ,3.0
Starbucks,10 S Riverside ,3.0
Chicago Loop Express - Secretary of State Facility/DMV,69 W Washington ,4.666666666666667
Subway,66 E Washington ,1.0
Augustino's Rock & Roll Deli,Willis Tower 233 S Wacker ,3.272727272727273
Dancing Tails,,5.0
Tom James,233 N. Michigan ,4.0
Syd Jerome Men's Wear,2 N La Salle ,4.0
Sue's Hallmark,100 W Randolph ,4.0
Loopy Yarns,47 W Polk ,4.176470588235294
Accolade Musicians,,5.0
Chicago Curry House,899 S ,3.625
Walgreens,240 W Randolph ,2.0
Loop Nail Spa,126 S Franklin ,3.294117647058824
Phantom of the Opera,Cadillac Palace Theatre 151 W Randolph ,4.5
Rainbow Shop,114 S ,2.0
The Walnut Room,Marshall Field's 111 N ,2.94
Target,1 S ,3.75
The Tower Club,20 N Wacker ,5.0
LA Tan,123 W Madison ,4.6
Cycle Bike Shop,1465 S Michigan ,4.333333333333333
Travisa Visa Service,120 S ,5.0
Finer Jewelry,5 S Wabash ,5.0
Betty Rymer Gallery,280 South Columbus ,5.0
CTA Blue Line Jackson,328 S Dearborn ,3.333333333333333
Celine's Jewelry,7 S Wabash ,4.0
House of Sole,1237 S Michigan ,4.75
Starbucks,311 S Wacker ,3.0
The Creative Group,205 N. Michigan ,1.0
Standard Club,320 S ,3.25
Lakeshore Athletic Club,441 N Wabash ,4.666666666666667
Halsted Street Deli,222 N La Salle ,3.6666666666666665
"Donna M Barber, DDS",25 E Washington ,5.0
World Gym,100 S Wacker ,2.0
Jos A Bank Clothiers,500 West Madison ,2.0
Lakeshore Athletic Club Illinois Center,211 N ,4.0
Urban Balance,180 N Michigan ,4.333333333333333
Emil's Bar & Grill,101 N Wacker ,3.1666666666666665
Roosevelt University,430 S Michigan ,4.0
Subway,120 W Madison ,3.6666666666666665
Spa At the Wit,The Wit Hotel 201 N ,4.5
Jewish Vocational Service,216 W Jackson ,1.0
theWit Hotel,201 N ,3.9696969696969697
Terrapin 5k,Soldier Field ,3.0
Aerotek,200 W Monroe ,2.0
Akira,122 S ,3.0
DOS Hermanos Mexican Restaurante,233 E Wacker ,3.5
Tech Connectors,10 South Riverside ,4.0
Subway,219 W Jackson ,3.5
Barnett C Wesley DDS,29 S La Salle ,5.0
"Farah Khan, MD",30 S Michigan ,4.25
Notary Public Service,125 S Clark ,5.0
au bon pain,122 s michigan avenue ,1.0
Dave Candy Store,55 E Jackson Boulevard ,1.0
Bacci Pizzeria,407 S Dearborn ,3.0
Sbarro Italian Eatery,105 W Madison ,2.0
The Tax Defenders,200 W Adams ,1.0
The Metropolitan Club,233 S Wacker ,3.75
"Charlotte M Covello, DPM",30 N Michigan ,4.0
Flavor 180,1511 S ,3.8
Starbucks,Ogilvie Transportation Center 40 N Clinton ,4.0
Walgreens,151 N ,4.764705882352942
US Bank,25 E Washington ,4.0
Sydel & Sydel Jewelry,222 W Adams ,5.0
Judith L. Ansteth Jewelers,8 S Michigan ,5.0
A'Gaci,17 East Monroe ,3.75
The Scout,1301 S Wabash ,3.04
"Lillian Obucina, DDS",111 N Wabash ,4.363636363636363
Petra Cafe,331 S Franklin ,2.6
Alonti Market Cafe,1 N Franklin ,3.3
Crumbs Bake Shop,303 W Madison ,3.556962025316456
Olympia College,247 S ,1.0
Shen Yun Performing Arts,20 N Wacker ,4.0
New York & Company,17 N ,3.2222222222222223
Jimmy John's,249 S ,2.0
Davino's Little Pompei,181 W Madison ,3.333333333333333
Cafe 200,AON Center Cafeteria 200 E Randolph ,2.8571428571428568
Order From Horder,135 S Clark ,3.0
Bally Total Fitness,25 E Washington ,2.125
Designer Perfume,28 E Madison ,5.0
Todd Stroger,118 N Clark ,1.0
That Religious Guy at State and Washington,,1.0
Maria's Alterations,11 E Adams ,3.8
Chipotle Mexican Grill,10 S LaSalle ,3.1666666666666665
Philip D'Ciminna Barber Shop,175 N Wells ,4.5
The India Grill,1112 S Wabash ,2.083333333333333
Mediterranean Delight,201 N. Clark ,3.0
Burnham Pointe,730 S Clark ,4.0
Body & Soul Hair Design,103 W Van Buren ,3.75
Eshe Day Spa and Salon,633 S ,3.0
Starbucks,68 E Madison ,1.75
Lalo's Restaurant,500 N La Salle ,3.1304347826086962
Nail City,1250 S Michigan ,3.6
Ethel's Chocolate Lounge,8 W Lake ,5.0
Monroe CTA Red Line Station,26 S ,4.0
The Joffrey Ballet,10 E Randolph ,4.0
Green Apple Cafe,200 E Randolph ,4.0
Florodora Shoes,348 S Dearborn ,5.0
The Disney Store,1 W Randolph ,3.6666666666666665
Periodontics Ltd,25 E Washington ,5.0
Ponte Fresco,225 N Michigan ,3.8
WBBM Newsradio 780,Two Prudential ,4.833333333333333
Stringer David N Atty-Lwyr,30 N La Salle ,5.0
Quizno's Sub's,180 N ,3.0
5411 Empanadas,,4.0
Subway,211 W. Adams ,3.0
Fashion Nails,10 W Lake ,1.0
7 Eleven,318 W Adams ,2.5
Robert Goldwater & Associates,200 E Randolph ,1.0
Alonti Cafe,225 N Michigan ,3.0
Einstein Bros Bagels,30 N La Salle ,4.0
Dwight Lofts,642 S Clark ,3.0
Harris Trust & Savings Bank,111 W Monroe ,3.0
Club Quarters,75 E Wacker ,3.7777777777777777
Excellent Shoe Repair,25 E Washington ,4.0
Lillian Dion Salon,1020 S Wabash ,3.1428571428571432
Starbucks,555 S Dearborn ,4.666666666666667
Russian Tea Time,77 E Adams ,3.761904761904762
Starbucks,10 S Dearborn ,3.75
Shikago Restaurant,190 S LaSalle ,3.3076923076923075
Elephant Room,704 S Wabash ,4.0
Walgreens,7 Randolph ,4.0
Yogen Fruz,303 W Madison ,3.555555555555556
Mack & Associates Ltd,100 N La Salle ,2.142857142857143
Michigan Avenue Dental Associates,122 S Michigan ,3.1666666666666665
Marcello's Market & Deli,155 N Wacker ,2.5
Martini Bar,401 S La Salle ,2.9090909090909087
Grant Bark Park,900 S Columbus ,4.333333333333333
Puppet Bike,,4.914285714285715
Randolph Place Condo Association,165 N Canal ,2.5
Popeye's Famous Fried Chicken,159 N Wabash ,3.0
Cassidy Tire Co,344 N Canal ,4.75
Matthei Pharmacy,25 E Washington ,4.5
Med Kitchen,219 W Washington ,3.7058823529411766
G Skin and Beauty Institute,200 N Michigan ,4.0
Haifa Cafe,410 S Clark ,3.6666666666666665
Off the Tracks Grill,190 N Wells ,3.75
US Bank,209 S LaSalle ,5.0
McDonald's,1201 S Lake Shore ,3.0
Dana's Beauty Box Full Service Salon,111 N Wasbash ,5.0
"Michel Nasif, DDS",223 W Jackson ,4.5
Florodora,330 S Dearborn ,4.4
FedEx Office Print & Ship Center,227 W Monroe ,2.0
The Modern Wing - Art Institute of Chicago,159 E Monroe ,4.526315789473684
Chicago Chamber Musicians,180 N ,5.0
Einstein Bros Bagels,75 E Lake ,2.333333333333333
"Steven Kahn, DDS",25 E Washington ,5.0
Center For Economic Progress,29 E Madison ,5.0
TJ Maxx,11 N ,2.8571428571428568
A Mano,335 N Dearborn ,3.782608695652174
Eat & Drink,212 W Randolph ,3.2222222222222223
Subway,211 W Adams ,4.0
Gourmand Coffee & Teas,728 S Dearborn ,3.5
Facial Boutique,The Garland Building 111 N Wabash ,4.5
Bashia Hair Salon,722 S Michigan ,1.0
Subway,151 E Randolph ,3.0
Ken Hayes,20 S Clark ,5.0
Roosevelt Park,62 W Roosevelt Rd ,5.0
Taste of Chicago Festival,Grant Park 500 S Columbus ,2.893333333333333
StyleChicago.com,53 W Jackson ,4.333333333333333
International Importing Bead,111N. Wabash ,5.0
Working In The Schools,27 E Monroe ,5.0
Imperial Parking,200 S Michigan ,1.0
Trek Bicycles on Michigan Avenue,1118 S Michigan ,3.1666666666666665
Ann Taylor,231 S LaSalle ,3.5
The Chicago Firehouse Restaurant,1401 S Michigan ,3.5063291139240507
Marshall Pierce & Co.,29 E Madison ,4.0
Comfort Suites Chicago,320 N Michigan ,4.333333333333333
Elite Chicago Limo,400 E Randolph ,4.625
Potbelly Sandwich Works,303 W Madison ,4.333333333333333
"Monica A Moore, MD",41 E 8th ,1.0
Polski Remodeling,,3.6
Lifestart Wellness Network,161 N Clark ,3.0
Iris Reading,401 S LaSalle ,4.75
Cosi,116 S Michigan ,3.1578947368421053
Downtown Cleaners,214 W Washington ,5.0
Roto-Rooter Plumbing & Drain Services,400 E Randolph ,3.0
Burnham Cleaners,720 S Clark ,5.0
Lakeside Eye Clinic,180 N Michigan ,3.333333333333333
Fine Arts Building,410 S Michigan ,4.5
Paradise Unisex Salon & Spa,832 S Wabash ,1.0
Olive Mediterranean Grill,201 N. Clark ,4.045454545454546
Mezza,181 W Madison ,3.727272727272727
The Field Museum,1400 S Lake Shore ,4.201834862385321
The Chicago Bears,1410 S Museum ,4.304347826086956
KFC & Pizza Hut Express,612 S Wabash ,1.0
Cocina Barro,73 E Lake ,2.0
Premier Employment Inc,8 S Michigan ,1.0
Chicago International Film Festival,30 E. Adams ,5.0
The Park at Lakeshore East,411 E Benton ,3.8
Jaffa Bakery,105 W Madison ,3.0
Robert Morris University,401 S ,3.0
MMD Services,200 S Wacker ,5.0
Police Dept-To Call the Police,118 N Clark ,5.0
Potbelly Sandwich Works,409 W Washington ,5.0
Pacific College of Oriental Medicine,65 E Wacker ,4.5
Ulta,114 S ,4.0
Zeglio Custom Clothiers,306 S Dearborn ,4.25
Ekstein Asset Management,39 S La Salle ,1.0
Target,1154 S Clark ,3.4406779661016946
Tavern At The Park,130 E Randolph ,3.183333333333333
Cereality Cereal Bar & Cafe,100 S Wacker ,4.130434782608695
Burnham Park Yacht Club,1500 S Linn White ,4.0
Jimmy Figs,160 N Franklin ,2.7777777777777777
Caffe Baci,332 S Michigan ,2.9285714285714284
Wesley Willis,#4 Cottage Grove Bus ,5.0
Xie's Fine Jewelers,131 S Wabash ,5.0
"Katherine Wier, MD, SC",25 E Washington ,4.333333333333333
Houlihan's,111 E Wacker ,2.53125
Hi Tea,14 E 11th ,4.125
Nightstar Limousine,,2.333333333333333
Athletico,20 N Michigan ,4.666666666666667
Panda Express,77 E Adams ,4.0
Kannin Michelle MD,230 W Monroe ,4.0
Women's Health Consulting,200 S Michigan ,2.25
Northerly Island,1400 S. Lynn White ,4.0
Urban Meadows,120 S La Salle ,4.666666666666667
Chipotle Mexican Grill,160 N Franklin ,1.0
Two Hands Chiropractic and Acupuncture,65 E Wacker ,5.0
Nailcessity,180 N ,3.888888888888889
Chicago Opera Theater,205 E Randolph ,4.0
Rock 'n' Roll Chicago Half Marathon,Grant Park ,3.5
Nino Paninos,225 S Canal ,4.0
Barro Mexican Cruisine,73 E Lake ,2.5
Captain Al's Charter Boat Fleet,400 E Randolph ,5.0
Sixty Five Chinese Restaurants,176 N Wells ,3.5
Bank of America,33 N Dearborn ,3.0
Succezz,1329 S. Michigan ,5.0
Potbelly Sandwich Shop,200 S Michigan ,4.0
Radisson Blu Aqua,221 N Columbus ,4.5
Sally Beauty Supply,24 E Madison ,3.75
Starbucks,130 S Canal ,5.0
Dearborn Dentistry,539 S Dearborn ,5.0
Dunkin' Donuts,75 E Washington ,2.6
Fitness Formula Clubs,444 W Jackson ,3.9230769230769234
La Cocina,406 S Clark ,2.5
Radio Disney,190 N ,4.333333333333333
The Grille on Jackson,200 W Jackson ,3.0
Mac Kelly's Greens & Things,123 W Madison ,3.875
Tokyo Lunch Boxes & Catering,100 W Randolph ,3.0
Printers Row Fine & Rare Books,715 S Dearborn ,3.0
Russian Pointe Dance Boutique,333 N Michigan ,3.0
"Patricia Gilleran, DDS & Amy Van Fossen, DDS",25 E Washington ,5.0
China Grill,230 N Michigan ,3.2093023255813957
Chutney Joe's,Citigroup Ctr Food Ct 500 W Madison ,2.0
Caffe Baci,2 N La Salle ,3.8333333333333335
"Pro-Gems Jewelers, Ltd",5 S Wabash ,5.0
McDonald's,201 N Clark ,4.0
Enso,412 S Wells ,5.0
Fashion Nails by Design,25 E Adams ,2.4444444444444446
Michele Lynn Hairstyling,1315 S Michigan ,2.6666666666666665
Waffles,1400 S Michigan ,3.1538461538461537
H&R Block,203 N La Salle ,5.0
Venice Cafe,233 S Wacker ,3.0
Tokyo Lunchbox,225 N. Michigan ,3.0
Barbara's Bestsellers,Sears Tower - Lower Level 1 233 S Wacker ,4.0
Rosebud Prime,1 S Dearborn ,3.533333333333333
Grant Park Rose Garden,343 E Jackson ,4.0
Chase,150 N Michigan ,1.0
Illinois Student Assistance Commission,100 W Randolph ,4.0
Chicago  2016,,1.0
Hot Woks Cool Sushi,30 S Michigan ,3.5185185185185186
Mylissa's Little Gallery,55 E Washington ,3.6666666666666665
Wabash Tap,1233 S Wabash ,3.0882352941176467
Alonti Cafe,177 W Washington ,3.928571428571429
United States Post Office - James R. Thompson Center,100 West Randolph ,1.0
Potbelly Sandwich Works,303 W Madison ,2.0
Trader Vics,17 East Monroe ,5.0
Bennigan's Grill & Tavern,150 S Michigan ,3.0
Riverside Graphics Corporation,2 N Riverside ,4.0
Tahini Mediterranean Cafe,60 E Jackson ,2.888888888888889
Museum Campus Chicago,,5.0
LaFace Cafe Skincare and Waxing Studio,850 S Wabash ,3.0
Beehive Shoe Works,35 N Wells ,4.428571428571429
Ghostbar,440 W Randolph ,3.0
Fungs Jewelry,7 S Wabash ,4.5
"Deborah Beaty, DDS",111 N Wabash ,5.0
Pizza-Ria,719 S ,4.0
Chicago Jobs,Michigan ,1.0
1401 South State Apartments,1401 S ,1.0
Spa Chakra,Palmer House Hilton 17 E Monroe ,2.2
Chicago Jazz Festival,Grant Park ,3.8
Panera Bread,250 S Wacker ,3.625
Pockets,555 S Dearborn ,3.727272727272727
Chicago's Big Swap Bonanza Flea Market,1340 W. Washington ,1.0
Cvs Pharmacy,130 S Canal ,2.0
Garrett Popcorn Shops,4 E Madison ,4.372093023255814
Corner Bakery Cafe,224 S Michigan ,2.7
Linebarger Goggan Blair & Sampson Llp,233 E Wacker ,1.0
Vista Carry Out,233 N Michigan ,2.75
Triple 1 Chinese Restaurant,177 N ,3.375
Clear Home Internet,2 N Riverside ,1.4166666666666667
La Cocina,45 N Wells ,3.8260869565217392
Allstars Sports Bar & Grill,205 W Wacker ,3.2
Excellence Painting,,5.0
The Lounge,151 W Adams ,4.0
XEX Hair Gallery,35 W Wacker ,3.7692307692307687
Chicago Board of Trade,141 W Jackson ,4.4
Jimmy John's,28 N Clark ,4.0
Adele Vydra Massage Therapy,55 E Washington ,5.0
Sephora,108 N ,4.066666666666666
Friedman & Bonebrake,10 S LaSalle ,5.0
Critical Mass,225 N Michigan ,2.6
Chicago Carry Out,Travelodge Hotel 63 E Harrison ,2.0
JW Marriott,151 W. Adams ,3.4
Chicago Pizza Tours,,4.75
Office Depot,6 S ,2.6
"H.R. Jewelers, Inc. & Henry's Hand Engraving & Watch Repair",5 S Wabash ,5.0
"Leavens, Strand, Glover & Adler, LLC",203 N Lasalle ,5.0
Obama Election Night Rally,"Grant Park, Hutchinson Field 331 E Randolph ",5.0
Primebar Chicago,155 N Wacker ,3.36
Potbelly Sandwich Works,175 W Jackson ,3.75
Market Creations,Sears Tower 233 S Wacker ,4.230769230769232
Zayna Bakes,,5.0
Sam the Shoe Doctor,175 W Randolph ,3.0
Starbucks,Millenium Park Metra ,1.0
Chi-Town Pizza Express,Randolph/ Millenium Park Train ,3.0
200 N Dearborn Management Ofc,200 N Dearborn ,1.0
Olive.You.Nanny,27 N Wacker ,3.0
Ascend Training & Consulting,410 S Michigan ,4.5
Metro Deli & Cafe,210 S Canal ,2.8571428571428568
"Michelle Knabe, DDS",25 E Washington ,5.0
Computer Gurus,1130 S Wabash ,4.0
Pizano's Pizza & Pasta Frozen Division,67 E Madison ,3.0
"Scott D Hite, MD",Women's Health Consulting 200 S Michigan ,1.4
Asian Chao and Villa Italian,18 W Jackson ,2.0
La Cocina,178 N Franklin ,4.0
B-96 Wbbm FM,180 N ,1.5
H&R Block,179 W Washington ,2.0
Cadillac Palace Theatre,151 W Randolph ,4.16
Sidebar Grille,221 N LaSalle ,3.8461538461538463
Nick's Fishmarket,51 S. Clark ,3.7222222222222223
Taco Fresco,180 N Wells ,2.9230769230769234
The Addams Family Musical,Oriental Theater 24 W. Randolph ,4.0
Au Bon Pain,200 E Randolph ,3.3076923076923075
Facial Studio Magdalena,233 E Wacker ,5.0
Native Foods Cafe,218 S Clark ,4.190476190476192
"Mark J Gargiulo, DDS",30 N Michigan ,5.0
ItaliAsia,Holiday Inn ,3.0909090909090913
Keefer's Kaffe,20 W Kinzie ,3.571428571428572
Harlan J Berk,31 N Clark ,4.5
Mezza Grilled Wraps & Pitas,2 N Riverside ,3.7
Market Thyme,200 E Randolph ,4.0
Starbucks,8 N Michigan ,3.5
Nakamol,326 N Michigan ,5.0
Jamba Juice,20 N Michigan ,3.5
European Foot & Ankle Clinic,1440 S Michigan ,1.0
Red Witch Tall Ship,Burnham Park Harbor 598 E Waldron ,4.25
Skin Wellness Center of Chicago,111 N Wabash ,2.4
Sweet Petal,537 S Dearborn ,3.6666666666666665
Chris Watch Repair Inc.,5 S Wabash ,4.875
Smart Phone Center,201 W Lake ,5.0
Local Charm: A Chicago Jewelry Studio,Block 37 108 N ,4.0
Nutrition Counseling Services,155 North Michigan ,5.0
Mi-Te Printing & Graphics,180 W Washington ,5.0
The Buckingham Athletic Club Hotel,One Financial ,3.5
Allori Photography,27 N Wacker ,5.0
Art of Modern Dentistry,1339 S Michigan ,2.3076923076923075
WNUA 95.5,233 N Michigan ,2.4
Cha'rron Davis Marketing Consultant,,5.0
Chicken Planet,177 W Van Buren ,4.285714285714286
Lobby Lounge,Showplace Icon Theatre 1011 S Delano Ct E ,3.4444444444444446
The African Truck,S Columbus ,4.0
Hotel 71,71 E Wacker ,3.608695652173913
Dunkin' Donuts,439 S Dearborn ,4.0
215 West Apartments,215 W Washington ,5.0
Shamrock Shuffle,,4.333333333333333
A Plus Flowers and Gifts,227 W Monroe ,5.0
Dagwood's Sandwich Factory,162 N Franklin ,3.333333333333333
Burrito Beach,19 S La Salle ,3.8
7-Eleven,35 E Wacker ,5.0
Lollapalooza,300 E Congress Pkwy Grant Park ,4.34375
Frango Cafe,111 N ,3.75
Vip Nail Salon,180 W Washington ,2.5
Tv Guide Magazine,303 E Wacker ,5.0
Bon Appetit,227 W Monroe ,4.0
Lasalle Flower Shop,212 S Clark ,5.0
Bonivino Restaurant,111 W Van Buren ,4.0
McCormick & Schmick's,One E. Wacker ,3.3260869565217392
Harris Theater,205 E Randolph ,4.565217391304348
James R. Thompson Center,100 W Randolph ,2.333333333333333
