Inspection ID,DBA Name,AKA Name,License #,Address,City,State,Zip,Inspection Date,Inspection Type,Results
277348,EL  FAMOUS  BURRITO,EL FAMOUS BURRITO,1970419,2 S PEORIA ,CHICAGO,IL,60607,07/13/2010,Canvass,Fail
315210,CHICAGO RIVERWALK CAFE,CHICAGO RIVERWALK CAFE,2037908,117 W RIVERWALK SOUTH ,CHICAGO,IL,60601,07/13/2010,License-Task Force,Fail
343208,SUBWAY # 26817-309 W. MONROE,SUBWAY,1519940,309 W MONROE ,CHICAGO,IL,60606,07/13/2010,Canvass,Pass
277342,EL  FAMOUS  BURRITO,EL FAMOUS BURRITO,2009154,2 S PEORIA ,CHICAGO,IL,60607,07/13/2010,License-Task Force,Fail
315209,CHICAGO RIVERWALK CAFE,CHICAGO RIVERWALK CAFE,2043088,117 W RIVERWALK SOUTH ,CHICAGO,IL,60601,07/13/2010,License-Task Force,Fail
277315,SAWTOOTH RESTAURANT AND LOUNGE,SAWTOOTH RESTAURANT AND LOUNGE,2014275,1350 W RANDOLPH ,CHICAGO,IL,60607,07/13/2010,License-Task Force,Fail
277321,SAWTOOTH RESTAURANT AND LOUNGE,SAWTOOTH RESTAURANT AND LOUNGE,2014273,1350 W RANDOLPH ,CHICAGO,IL,60607,07/13/2010,License,Fail
277297,AVANTI CAFFE,AVANTI CAFFE,2042566,200 W JACKSON ,CHICAGO,IL,60606,07/12/2010,License Re-Inspection,Pass
229520,STARBUCKS COFFEE,STARBUCKS,23093,100 S WACKER ,CHICAGO,IL,60606,07/12/2010,Canvass,Pass
277279,"PANDA EXPRESS, INC #1102","PANDA EXPRESS, INC #1102",1649695,29 E MADISON ,CHICAGO,IL,60602,07/12/2010,Complaint,Pass
277270,MCDONALD'S #6491,MCDONALD'S,2009449,36 W RANDOLPH ,CHICAGO,IL,60601,07/12/2010,Complaint,Fail
112440,SANS 2 INC,Arby's,1272847,20 E JACKSON ,CHICAGO,IL,60604,07/12/2010,Short Form Complaint,Pass w/ Conditions
277255,LA COCINA RESTAURANT AND BAR,LA COCINA RESTAURANT AND BAR,1823007,406 S CLARK ,CHICAGO,IL,60605,07/12/2010,Consultation,Pass
277237,STAX CAFE,STAX CAFE,2043064,1401 W TAYLOR ,CHICAGO,IL,60607,07/09/2010,License,Fail
277181,LA COCINA RESTAURANT AND BAR,LA COCINA RESTAURANT AND BAR,1823007,406 S CLARK ,CHICAGO,IL,60605,07/08/2010,Complaint,Pass w/ Conditions
277174,Monadnock Tobacco Mart Express,Monadnock Tobacco Mart Express,2016888,53 W Jackson ,CHICAGO,IL,60604,07/08/2010,License,Fail
114528,SILK ROAD LASALLE,SILK ROAD LASALLE,46734,19 S LA SALLE ,CHICAGO,IL,60603,07/08/2010,Short Form Complaint,Pass
229519,7-ELEVEN,7-ELEVEN,1816846,180 N FRANKLIN ,CHICAGO,IL,60606,07/07/2010,Canvass,Pass w/ Conditions
277163,TASTE AMERICA CATERING,TASTE AMERICA CATERING,2037886,1 S WACKER ,CHICAGO,IL,60606,07/08/2010,License Re-Inspection,Pass
277146,GIOCO,GIOCO,78219,1312 -1314 S WABASH ,CHICAGO,IL,60605,07/07/2010,Canvass,Fail
229518,POCKETS,POCKETS,1980249,309 W LAKE ,CHICAGO,IL,60606,07/07/2010,Canvass,Pass w/ Conditions
277138,ORGANICLIFE,ORGANICLIFE,2037402,211 N ,CHICAGO,IL,60601,07/07/2010,License,Fail
277135,WABASH TAP,WABASH TAP,70403,1233 S WABASH ,CHICAGO,IL,60605,07/07/2010,Canvass Re-Inspection,Pass
229517,AVANTI CAFFE,AVANTI CAFFE,2042566,200 W JACKSON ,CHICAGO,IL,60606,07/07/2010,License,Fail
120515,GIRL & THE GOAT,GIRL & THE GOAT,1992139,809-813 W RANDOLPH ,CHICAGO,IL,60607,07/01/2010,License,Pass
277122,POPEYE'S CHICKEN AND BISCUITS AND STEAK EXPRESS,POPEYE'S / STEAK EXPRESS,72234,201 N CLARK ,CHICAGO,IL,60601,07/07/2010,Complaint,Pass
277119,L ISAASCSON STEIN FISH CO INC,L ISAASCSON STEIN FISH CO INC,4077,800 W FULTON MARKET ,CHICAGO,IL,60607,07/07/2010,Complaint,Pass
277111,SUBWAY,SUBWAY,1821155,166 W WASHINGTON ,CHICAGO,IL,60602,07/07/2010,Complaint,Pass
120520,L ISAASCSON STEIN FISH CO INC,L ISAASCSON STEIN FISH CO INC,4077,800 W FULTON MARKET ,CHICAGO,IL,60607,07/07/2010,Complaint,Pass
229515,STARBUCKS COFFEE #221,STARBUCKS COFFEE #221,23011,400 W MADISON ,CHICAGO,IL,60606,07/06/2010,Canvass,Pass w/ Conditions
120519,BROWN CAFE CHICAGO,BROWN CAFE CHICAGO,2042739,1400 S JEFFERSON ,CHICAGO,IL,60607,07/06/2010,License,Fail
277095,ALHAMBRA PALACE RESTAURANT,ALHAMBRA PALACE RESTAURANT,1718674,1240 W RANDOLPH ,CHICAGO,IL,60607,07/06/2010,Short Form Complaint,Pass
229513,SNUGGERY AT UNION STATION INC,SNUGGERY AT UNION STATION INC,31661,225 S CANAL ,CHICAGO,IL,60606,07/02/2010,Complaint,Pass w/ Conditions
229512,STARBUCKS COFFEE #289,STARBUCKS COFFEE #289,23047,10 S RIVERSIDE ,CHICAGO,IL,60606,07/02/2010,Canvass,Pass
114526,BENNIGAN'S #1426,BENNIGAN'S #1426,36798,150 S MICHIGAN ,CHICAGO,IL,60603,07/01/2010,Suspected Food Poisoning,Pass
120514,GIRL & THE GOAT,GIRL & THE GOAT,1992138,809-813 W RANDOLPH ,CHICAGO,IL,60607,07/01/2010,License,Pass
277012,FAT EDDIE'S EMPLOYEE CAFETERIA,FAT EDDIE'S EMPLOYEE CAFETERIA,1928,151 E WACKER ,CHICAGO,IL,60601,06/30/2010,Canvass Re-Inspection,Pass
277011,STETSON'S,STETSON'S,1932,151 E WACKER ,CHICAGO,IL,60601,06/30/2010,Canvass Re-Inspection,Pass
229504,STARBUCKS COFFEE #13319,STARBUCKS COFFEE #13319,1843203,200 W MADISON ,CHICAGO,IL,60606,06/29/2010,Canvass,Pass
229503,JIMMY FIGS,JIMMY FIGS,1678249,160 N FRANKLIN ,CHICAGO,IL,60606,06/29/2010,Canvass Re-Inspection,Pass
276979,ALCOCK'S,ALCOCK'S,21953,411 S WELLS ,CHICAGO,IL,60607,06/29/2010,Canvass,Pass
229502,HAIFA CAFE,HAIFA CAFE,1513891,19 N WELLS ,CHICAGO,IL,60606,06/29/2010,Canvass Re-Inspection,Pass
229499,JODABARIS,JODABARIS,1093331,223 W JACKSON ,CHICAGO,IL,60606,06/28/2010,Out of Business,Pass
229498,XANDO COFFEE & BAR / COSI SANDWICH BAR,XANDO COFFEE & BAR / COSI SANDWICH BAR,62,230 W WASHINGTON ,CHICAGO,IL,60606,06/28/2010,Canvass Re-Inspection,Pass
229497,STARBUCKS COFFEE #2410,STARBUCKS COFFEE #2410,23126,130 S CANAL ,CHICAGO,IL,60606,06/28/2010,Consultation,Pass w/ Conditions
120511,LATIN RHYTHIMS ACADEMY OF DANCE & PERFORMANCE,LATIN RHYTHIMS ACADEMY OF DANCE & PERFORMANCE,1819005,210 N RACINE ,CHICAGO,IL,60607,06/28/2010,Canvass,Pass
229496,"MEZZA GRILLED WRAPS AND PITA, INC","MEZZA GRILLED WRAPS AND PITA, INC",1596616,2 N RIVERSIDE ,CHICAGO,IL,60606,06/28/2010,Canvass Re-Inspection,Pass
229495,TASTE AMERICA CATERING,TASTE AMERICA CATERING,2037886,1 S WACKER ,CHICAGO,IL,60606,06/28/2010,License,Fail
229494,LLOYD'S CHICAGO RESTAURANT,LLOYD'S CHICAGO RESTAURANT,1547937,1 S WACKER ,CHICAGO,IL,60606,06/28/2010,Canvass,Pass
120510,SWEET MAPLE CAFE,SWEET MAPLE CAFE,76798,1339 W TAYLOR ,CHICAGO,IL,60607,06/25/2010,Canvass Re-Inspection,Pass
120509,MORGAN STREET CAFE,MORGAN STREET CAFE,1595203,111 S MORGAN ,CHICAGO,IL,60607,06/24/2010,Complaint,Pass
197508,ROLY POLY,ROLY POLY,1846650,29 S LA SALLE ,CHICAGO,IL,60603,06/24/2010,Canvass,Pass
120508,Peppers,Peppers,2037396,211 W VAN BUREN ,CHICAGO,IL,60607,06/24/2010,License Re-Inspection,Pass
251255,CAFFE BACI,CAFFE BACI,1166476,2 N LA SALLE ,CHICAGO,IL,60602,06/24/2010,Canvass,Pass
251229,WABASH TAP,WABASH TAP,70403,1233 S WABASH ,CHICAGO,IL,60605,06/23/2010,Canvass,Fail
120507,TAYLOR MADE PIZZA,TAYLOR MADE PIZZA,1768136,1220 W TAYLOR ,CHICAGO,IL,60607,06/23/2010,Canvass,Pass
251224,RENAISSANCE CHICAGO HOTEL,STAYTION,48217,1 W WACKER ,CHICAGO,IL,60601,06/23/2010,Canvass,Pass
251222,RENAISSANCE CHICAGO HOTEL,MAIN KITCHEN / GREAT,48221,1 W WACKER ,CHICAGO,IL,60601,06/23/2010,Canvass,Pass
251221,RENAISSANCE CHICAGO HOTEL,BANQUET,48224,1 W WACKER ,CHICAGO,IL,60601,06/23/2010,Canvass,Pass
251220,RENAISSANCE CHICAGO HOTEL,BANQUET/MEETING ROOMS FLOORS 2-4,48228,1 W WACKER ,CHICAGO,IL,60601,06/23/2010,Canvass,Pass
251217,Renaissance Cafe,Aroma,1474073,1 W WACKER ,CHICAGO,IL,60601,06/23/2010,Canvass,Pass
251213,GRACE O'MALLEY'S,GRACE O'MALLEY'S,1270979,1416-1418 S MICHIGAN ,CHICAGO,IL,60605,06/23/2010,Canvass,Pass
229491,STARBUCKS COFFEE #2410,STARBUCKS COFFEE #2410,23126,130 S CANAL ,CHICAGO,IL,60606,06/23/2010,Canvass,Pass w/ Conditions
251204,MA&I,MA&I,1737178,1234 S MICHIGAN ,CHICAGO,IL,60605,06/23/2010,Canvass,Pass
229490,METRO DELI,METRO DELI,44843,210 S CANAL ,CHICAGO,IL,60606,06/23/2010,Complaint,Pass w/ Conditions
229489,JIMMY FIGS,JIMMY FIGS,1678249,160 N FRANKLIN ,CHICAGO,IL,60606,06/22/2010,Canvass,Fail
197507,PALM RESTAURANT,PALM RESTAURANT,1242,323 E WACKER ,CHICAGO,IL,60601,06/22/2010,Canvass Re-Inspection,Pass
251181,ZAPATISTA,ZAPATISTA,1592999,1307 S WABASH ,CHICAGO,IL,60605,06/22/2010,Short Form Complaint,Pass
197506,"TORO SUSHI EXPRESS, INC.","TORO SUSHI EXPRESS, INC.",1803908,201 N CLARK ,CHICAGO,IL,60601,06/22/2010,Canvass,Pass
251166,Burnham Plaza Mart,Burnham Plaza Mart,2014234,828 S Wabash ,CHICAGO,IL,60605,06/22/2010,License Re-Inspection,Fail
251164,Burnham Plaza Mart,Burnham Plaza Mart,2014235,828 S Wabash ,CHICAGO,IL,60605,06/22/2010,License Re-Inspection,Fail
251163,Burnham Plaza Mart,Burnham Plaza Mart,2014232,828 S Wabash ,CHICAGO,IL,60605,06/22/2010,License Re-Inspection,Fail
229488,DUNKIN DONUTS,DUNKIN DONUTS,1620751,215 W LAKE ,CHICAGO,IL,60606,06/22/2010,Canvass,Pass
197505,STEAK EXPRESS & FRIES,STEAK EXPRESS & FRIES,1771196,100 W RANDOLPH ,CHICAGO,IL,60601,06/22/2010,Short Form Complaint,Pass
229487,EPPYS CAFE & DELI,EPPYS CAFE & DELI,1874936,162 N FRANKLIN ,CHICAGO,IL,60606,06/22/2010,Canvass,Pass
229486,HAIFA CAFE,HAIFA CAFE,1513891,19 N WELLS ,CHICAGO,IL,60606,06/22/2010,Canvass,Fail
197504,THE WIT,STATE & LAKE,1915447,201 N ,CHICAGO,IL,60601,06/21/2010,Short Form Complaint,Pass
251129,Galileo's,Galileo's,1000894,1300 S LAKE SHORE ,CHICAGO,IL,60605,06/21/2010,Suspected Food Poisoning,Pass
197503,BIG,BIG BAR,1918,151 E WACKER ,CHICAGO,IL,60601,06/21/2010,Canvass,Pass
197502,CRYSTAL BALLROOM/PLAZA BALLROOM,CRYSTAL BALLROOM/PLAZA BALLROOM,1925,151 E WACKER ,CHICAGO,IL,60601,06/21/2010,Canvass,Pass
197501,THE GALLERY,THE LIVING ROOM,1937,151 E WACKER ,CHICAGO,IL,60601,06/21/2010,Canvass,Pass
197499,FAT EDDIE'S EMPLOYEE CAFETERIA,FAT EDDIE'S EMPLOYEE CAFETERIA,1928,151 E WACKER ,CHICAGO,IL,60601,06/21/2010,Canvass,Fail
197500,NETWORKS BAR/GRILL,BISTRO 151,1922,151 E WACKER ,CHICAGO,IL,60601,06/21/2010,Suspected Food Poisoning,Pass
251119,THE CONGRESS HOTEL,THE CONGRESS HOTEL(GAZEBO REST.),49256,520 S MICHIGAN ,CHICAGO,IL,60605,06/21/2010,Consultation,Pass
197498,STETSON'S,STETSON'S,1932,151 E WACKER ,CHICAGO,IL,60601,06/21/2010,Canvass,Fail
229482,"MEZZA GRILLED WRAPS AND PITA, INC","MEZZA GRILLED WRAPS AND PITA, INC",1596616,2 N RIVERSIDE ,CHICAGO,IL,60606,06/21/2010,Canvass,Fail
229479,PANERA BREAD  # 1190,PANERA BREAD,1820895,250 S WACKER ,CHICAGO,IL,60606,06/18/2010,Consultation,Pass
229481,XANDO COFFEE & BAR / COSI SANDWICH BAR,XANDO COFFEE & BAR / COSI SANDWICH BAR,62,230 W WASHINGTON ,CHICAGO,IL,60606,06/21/2010,Canvass,Fail
229480,"HONG'S UNION STATION, INC",65 CHINESE RESTAURANT,32361,225 S CANAL ,CHICAGO,IL,60606,06/18/2010,Canvass,Pass w/ Conditions
197497,Lou Malnati's Pizzeria,Lou Malnati's Pizzeria,1909010,805 S State ,CHICAGO,IL,60605,06/18/2010,Canvass,Pass
229478,SUBWAY,SUBWAY,2003053,335 S FRANKLIN ,CHICAGO,IL,60606,06/18/2010,Canvass,Pass w/ Conditions
120501,SWEET MAPLE CAFE,SWEET MAPLE CAFE,76798,1339 W TAYLOR ,CHICAGO,IL,60607,06/18/2010,Canvass,Fail
114517,MY THAI,MY THAI,48297,333 S ,CHICAGO,IL,60604,06/17/2010,Canvass,Pass
229477,JIMMY JOHNS,JIMMY JOHNS,1921530,2 N RIVERSIDE ,CHICAGO,IL,60606,06/16/2010,Canvass,Pass
120498,NIA,NIA,1847912,803 W RANDOLPH ,CHICAGO,IL,60607,06/16/2010,Canvass,Pass w/ Conditions
120497,PASHA,PASHA,1959670,802-804 W RANDOLPH ,CHICAGO,IL,60607,06/16/2010,Canvass Re-Inspection,Pass
120496,WHOLE FOODS MARKET,WHOLE FOODS MARKET,1678043,1101 S CANAL ,CHICAGO,IL,60607,06/16/2010,Complaint,Pass
229474,ARTURO EXPRESS,ARTURO EXPRESS,53931,130 S CANAL ,CHICAGO,IL,60606,06/16/2010,Canvass,Pass
229473,PANERA BREAD  # 1190,PANERA BREAD,1820895,250 S WACKER ,CHICAGO,IL,60606,06/16/2010,Canvass Re-Inspection,Pass
197496,PALM RESTAURANT,PALM RESTAURANT,1242,323 E WACKER ,CHICAGO,IL,60601,06/15/2010,Canvass,Fail
197495,EL JARDIN MEXICAN & AMERICAN FOOD,EL JARDIN MEXICAN & AMERICAN FOOD,1868587,303 E WACKER ,CHICAGO,IL,60601,06/15/2010,Canvass,Pass
250932,PRIMOS PIZZA,PRIMOS PIZZA,1932904,816 W VAN BUREN ,CHICAGO,IL,60607,06/15/2010,Complaint,Pass w/ Conditions
197493,SUBWAY,SUBWAY,1822140,150 N MICHIGAN ,CHICAGO,IL,60601,06/15/2010,Complaint,Pass
120495,CONTE DI SAVOIA INC,CONTE DI SAVOIA,18973,1438 W TAYLOR ,CHICAGO,IL,60607,06/15/2010,Complaint,Pass w/ Conditions
250923,JIMMY JOHN'S - VAN BUREN,JIMMY JOHN'S - VAN BUREN,1916362,812 W VAN BUREN ,CHICAGO,IL,60607,06/15/2010,Complaint,Pass w/ Conditions
229468,COSI,COSI,2,230 W MONROE ,CHICAGO,IL,60606,06/15/2010,Canvass,Pass
100215,JIMMY JOHN'S,JIMMY JOHN'S,1742928,812 W VAN BUREN ,CHICAGO,IL,60607,06/15/2010,Short Form Complaint,Pass w/ Conditions
197492,BOCKWINKELS,BOCKWINKELS,1491357,222 N COLUMBUS ,CHICAGO,IL,60601,06/15/2010,Canvass,Pass
250918,Subway Sandwiches,Subway Sandwiches,2017995,808 W JACKSON ,CHICAGO,IL,60607,06/15/2010,Consultation,Pass
229467,DUNKIN DONUTS,DUNKIN DONUTS,1914443,310 S CANAL ,CHICAGO,IL,60606,06/14/2010,Consultation,Pass
197491,SUBWAY #25917,SUBWAY #25917,1423363,122 S MICHIGAN ,CHICAGO,IL,60603,06/14/2010,Complaint,Pass
197490,7- ELEVEN,7- ELEVEN,1547255,125 S CLARK ,CHICAGO,IL,60603,06/14/2010,Short Form Complaint,Pass w/ Conditions
250881,IT TAKES A VILLAGE AT RIVER CITY,VILLAGE LEADERSHIP ACADEMY,1963420,800 S WELLS ,CHICAGO,IL,60607,06/14/2010,Short Form Complaint,Pass
197489,"K & G GOURMET, L.L.C.","K & G GOURMET, L.L.C.",1820903,53 E LAKE ,CHICAGO,IL,60601,06/14/2010,Consultation,Pass
197488,SUBWAY,SUBWAY,1681510,166 N WABASH ,CHICAGO,IL,60601,06/14/2010,Canvass,Fail
197487,SUBWAY,SUBWAY,1801470,166 N WABASH ,CHICAGO,IL,60601,06/14/2010,Short Form Complaint,Pass
197486,"M.H.R.,L.L.C.","M.H.R.,L.L.C.",1739629,30 E LAKE ,CHICAGO,IL,60601,06/14/2010,Canvass,Fail
229463,CAFFE BACI,CAFFE BACI,1822283,10 S RIVERSIDE ,CHICAGO,IL,60606,06/14/2010,Canvass,Pass
250860,Peppers,Peppers,2037396,211 W VAN BUREN ,CHICAGO,IL,60607,06/14/2010,License,Fail
250680,REGGIO'S PIZZA,REGGIO'S PIZZA,1618057,1339 S HAL,CHICAGO,IL,60607,06/08/2010,Consultation,Pass
250837,MACELLO RISTORANTE,MACELLO RISTORANTE,1803943,1235-1237 W LAKE ,CHICAGO,IL,60607,06/11/2010,Canvass,Pass
229462,LAI LAI RESTAURANT,LAI LAI RESTAURANT,1948435,330 S WELLS ,CHICAGO,IL,60606,06/11/2010,Canvass,Pass w/ Conditions
250812,PASHA,PASHA,1959670,802-804 W RANDOLPH ,CHICAGO,IL,60607,06/11/2010,Canvass,Fail
229461,BILLY GOAT TAVERN,BILLY GOAT TAVERN,20151,330 S WELLS ,CHICAGO,IL,60606,06/11/2010,Canvass,Pass
112439,DUNKIN' DONUTS,DUNKIN' DONUTS,1840781,406 S MICHIGAN ,CHICAGO,IL,60605,06/11/2010,Canvass,Pass
112438,DUNKIN DONUTS,DUNKIN DONUTS,34541,62 E JACKSON ,CHICAGO,IL,60604,06/10/2010,Canvass,Pass
112436,SUBWAY #3333,SUBWAY #3333,1492229,62 E JACKSON ,CHICAGO,IL,60604,06/10/2010,Suspected Food Poisoning,Pass
229459,JAMBA JUICE,JAMBA JUICE,1514159,225 S CANAL ,CHICAGO,IL,60606,06/10/2010,Canvass,Pass
250783,HELLO TACOS! DE CERO,HELLO TACOS DE CERO,1478484,812-816 W RANDOLPH ,CHICAGO,IL,60607,06/10/2010,Suspected Food Poisoning,Pass
197484,MAXIM'S RESTAURANT INC,MAXIM'S RESTAURANT INC,644,20 N CLARK ,CHICAGO,IL,60602,06/10/2010,Short Form Complaint,Pass
229458,WESTEND BAR & GRILL,WESTEND BAR & GRILL,1769028,1326-1328 W MADISON ,CHICAGO,IL,60607,06/10/2010,Canvass,Pass
197483,THE FAIRMONT CHICAGO/MILLENIUM ROOM,COLUMBUS TAP,1548267,200 N COLUMBUS ,CHICAGO,IL,60601,06/10/2010,Canvass Re-Inspection,Pass
197482,THE FAIRMONT CHICAGO,BANQUET & MEETING RMS,1573767,200 N COLUMBUS ,CHICAGO,IL,60601,06/10/2010,Canvass Re-Inspection,Pass
250750,GIRL & THE GOAT,GIRL & THE GOAT,1992139,809-813 W RANDOLPH ,CHICAGO,IL,60607,06/10/2010,License,Fail
250749,GIRL & THE GOAT,GIRL & THE GOAT,1992138,809-813 W RANDOLPH ,CHICAGO,IL,60607,06/10/2010,License,Fail
229457,JIMMY JOHN'S,JIMMY JOHN'S,1718547,205 W MONROE ,CHICAGO,IL,60606,06/10/2010,Complaint Re-Inspection,Pass w/ Conditions
229456,TUTTO ITALIANO,TUTTO ITALIANO,34465,501 S WELLS ,CHICAGO,IL,60607,06/09/2010,Canvass,Pass
250723,MANNYS COFFEE SHOP INC,MANNYS COFFEE SHOP INC,5944,1141 S JEFFERSON ,CHICAGO,IL,60607,06/09/2010,Canvass,Pass
229454,PANERA BREAD  # 1190,PANERA BREAD,1820895,250 S WACKER ,CHICAGO,IL,60606,06/09/2010,Canvass,Fail
120494,BILLYS GOAT'S,BILLY GOAT TAVERN & GRILL,50158,1535 W MADISON ,CHICAGO,IL,60607,06/09/2010,Canvass,Pass
114498,SPORTSERVICE SOLDIER FIELD,GRIDIRON GRILL,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/08/2010,Canvass,Pass
120492,HASHBROWNS,HASHBROWNS,1621661,731 W MAXWELL ,CHICAGO,IL,60607,06/08/2010,Canvass,Pass
114496,SPORTSERVICE SOLDIER FIELD,GRIDIRON GRILL,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/08/2010,Canvass,Pass
114495,SPORTSERVICE SOLDIER FIELD,2ND CITY PIZZA,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/08/2010,Canvass,Pass
114494,SPORTSERVICE SOLDIER FIELD,1ST DOWN FRANK,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/08/2010,Canvass,Pass
120491,TUSCANY RESTAURANT,TUSCANY RESTAURANT,21539,1014-1018 W TAYLOR ,CHICAGO,IL,60607,06/08/2010,Canvass,Pass
114489,SPORTSERVICE SOLDIER FIELD,PANTRY 205,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/07/2010,Canvass,Pass
197472,SPORTSERVICE SOLDIER FIELD,BREWS BROTHER,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/07/2010,Canvass,Pass
112423,SPORTSERVICE SOLDIER FIELD,CHICAGO DOGS,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/07/2010,Canvass,Pass
197471,SPORTSERVICE SOLDIER FIELD,IST DOWN FRANKS,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/07/2010,Canvass,Pass
114488,SPORTSERVICE SOLDIER FIELD,PRODUCTION KITCHEN,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/07/2010,Canvass,Pass
160389,SPORTSERVICE SOLDIER FIELD,1ST DOWN FRANK,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/07/2010,Canvass,Pass
205345,SPORTSERVICE SOLDIER FIELD,PANTRY #213,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/07/2010,Canvass,Pass
112422,SPORTSERVICE SOLDIER FIELD,PIZZA CONCESSION,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/07/2010,Canvass,Pass
197470,SPORTSERVICE SOLDIER FIELD,SOUTHSIDE BRATS,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/07/2010,Canvass,Pass
250633,SPORTSERVICE SOLDIER FIELD,GRIDIRON GRILL,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/07/2010,Canvass,Pass
114487,SPORTSERVICE SOLDIER FIELD,NORTH MARCHE,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/07/2010,Canvass,Pass
112421,SPORTSERVICE SOLDIER FIELD,PIZZA,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/07/2010,Canvass,Pass
197469,SPORTSERVICE SOLDIER FIELD,GRIDIRON GRILL,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/07/2010,Canvass,Pass
250626,SPORTSERVICE SOLDIER FIELD,BREWS BROTHER,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/07/2010,Canvass,Pass
205344,SPORTSERVICE SOLDIER FIELD,PANTRY #204,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/07/2010,Canvass,Pass
112420,SPORTSERVICE SOLDIER FIELD,GRIDIRON GRILL,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/07/2010,Canvass,Pass
112435,SPORTSERVICE SOLDIER FIELD,V 245,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/07/2010,Canvass,Pass
114486,SPORTSERVICE SOLDIER FIELD,CLUB KITCHEN,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/07/2010,Canvass,Pass
120490,DOMINO'S PIZZA,DOMINO'S PIZZA,36836,1234 S CANAL ,CHICAGO,IL,60607,06/07/2010,Complaint,Pass w/ Conditions
197481,SPORTSERVICE SOLDIER FIELD,1ST DOWN FRANKS,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/07/2010,Canvass,Pass
197468,SPORTSERVICE SOLDIER FIELD,2ND CITY PIZZA,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/07/2010,Canvass,Pass
160390,SPORTSERVICE SOLDIER FIELD,GRIDIRON GRILL,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/07/2010,Canvass,Pass
112434,SPORTSERVICE SOLDIER FIELD,VENDING PANTRY 318,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/07/2010,Canvass,Pass
114500,SPORTSERVICE SOLDIER FIELD,HOT DOG,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/07/2010,Canvass,Pass
229450,GOLD COAST DOGS,GOLD COAST DOGS,32318,225 S CANAL ,CHICAGO,IL,60606,06/07/2010,Canvass,Pass
112433,SPORTSERVICE SOLDIER FIELD,GRILL STAND,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/07/2010,Canvass,Pass
114499,SPORTSERVICE SOLDIER FIELD,HOT DOG,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/07/2010,Canvass,Pass
205351,SPORTSERVICE SOLDIER FIELD,PANTRY #312,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/07/2010,Canvass,Pass
197480,SPORTSERVICE SOLDIER FIELD,2ND CITY PIZZA,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/07/2010,Canvass,Pass
112432,SPORTSERVICE SOLDIER FIELD,PIZZA,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/07/2010,Canvass,Pass
197479,SPORTSERVICE SOLDIER FIELD,SMOKE HOUSE,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/07/2010,Canvass,Pass
114497,SPORTSERVICE SOLDIER FIELD,HOT DOG STAND,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/07/2010,Canvass,Pass
160388,SPORTSERVICE SOLDIER FIELD,GRIDIRON GRILL # 431,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/07/2010,Canvass,Pass
112431,SPORTSERVICE SOLDIER FIELD,GRILL,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/07/2010,Canvass,Pass
197478,SPORTSERVICE SOLDIER FIELD,SOUTHSIDE BRATS,1354323,1410 S MUSEUM CAMPUS ,CHICAGO,IL,60605,06/07/2010,Canvass,Pass
